name,inspection_result,inspection_closed_business,violation_type,violation_points
DELI SHEZ CAFE,Satisfactory,FALSE,BLUE,5
DELI SHEZ CAFE,Satisfactory,FALSE,BLUE,2
DELI SHEZ CAFE,Complete,FALSE,,0
DELI SHEZ CAFE,Satisfactory,FALSE,BLUE,5
DELI SHEZ CAFE,Satisfactory,FALSE,BLUE,2
DELI SHEZ CAFE,Unsatisfactory,FALSE,BLUE,2
DELI SHEZ CAFE,Unsatisfactory,FALSE,BLUE,5
DELI SHEZ CAFE,Unsatisfactory,FALSE,BLUE,3
DELI SHEZ CAFE,Unsatisfactory,FALSE,RED,10
DELI SHEZ CAFE,Unsatisfactory,FALSE,RED,25
DELI SHEZ CAFE,Unsatisfactory,FALSE,RED,25
DELI SHEZ CAFE,Unsatisfactory,FALSE,RED,10
DELI SHEZ CAFE,Unsatisfactory,FALSE,RED,15
DELI SHEZ CAFE,Unsatisfactory,FALSE,RED,5
DELI SHEZ CAFE,Unsatisfactory,FALSE,RED,25
DELI SHEZ CAFE,Unsatisfactory,FALSE,RED,10
"DELI, THE",Unsatisfactory,FALSE,RED,10
"DELI, THE",Complete,FALSE,,0
"DELI, THE",Satisfactory,FALSE,,0
"DELI, THE",Complete,FALSE,,0
"DELI, THE",Satisfactory,FALSE,,0
"DELI, THE",Satisfactory,FALSE,,0
"DELI, THE",Unsatisfactory,FALSE,RED,10
"DELI, THE",Unsatisfactory,FALSE,BLUE,3
"DELI, THE",Unsatisfactory,FALSE,BLUE,3
"DELI, THE",Unsatisfactory,FALSE,RED,10
"DELI, THE",Unsatisfactory,FALSE,RED,25
"DELI, THE",Unsatisfactory,FALSE,BLUE,5
"DELI, THE",Unsatisfactory,FALSE,RED,25
"DELI, THE",Unsatisfactory,FALSE,RED,5
"DELI, THE",Complete,FALSE,,0
"DELI, THE",Unsatisfactory,FALSE,RED,25
"DELI, THE",Unsatisfactory,FALSE,RED,10
"DELI, THE",Unsatisfactory,FALSE,RED,10
"DELI, THE",Unsatisfactory,FALSE,RED,25
"DELI, THE",Unsatisfactory,FALSE,RED,5
"DELI, THE",Unsatisfactory,FALSE,RED,10
"DELI, THE",Satisfactory,FALSE,BLUE,5
"DELI, THE",Complete,FALSE,,0
"DELI, THE",Satisfactory,FALSE,,0
"DELI, THE",Satisfactory,FALSE,,0
"DELI, THE",Complete,FALSE,,0
"DELI, THE",Satisfactory,FALSE,,0
"DELI, THE",Satisfactory,FALSE,BLUE,5
"DELI, THE",Satisfactory,FALSE,,0
"DELI, THE",Satisfactory,FALSE,,0
"DELI, THE",Complete,FALSE,,0
"DELI, THE",Satisfactory,FALSE,RED,5
"DELI, THE",Satisfactory,FALSE,RED,10
"DELI, THE",Unsatisfactory,FALSE,BLUE,3
"DELI, THE",Unsatisfactory,FALSE,RED,10
"DELI, THE",Complete,FALSE,,0
"DELI, THE",Satisfactory,FALSE,,0
"DELI, THE",Complete,FALSE,,0
"DELI, THE",Unsatisfactory,FALSE,RED,15
"DELI, THE",Satisfactory,FALSE,,0
"DELI, THE",Complete,FALSE,,0
"DELI, THE",Unsatisfactory,FALSE,RED,10
"DELI, THE",Unsatisfactory,FALSE,RED,10
"DELI, THE",Satisfactory,FALSE,,0
"DELI, THE",Unsatisfactory,FALSE,RED,30
"DELI, THE",Unsatisfactory,FALSE,RED,10
"DELI, THE",Unsatisfactory,FALSE,BLUE,5
"DELI, THE",Unsatisfactory,FALSE,RED,10
"DELI, THE",Unsatisfactory,FALSE,RED,15
"DELI, THE",Complete,FALSE,,0
DELICATELY SWEET @ HONEY BEAR BAKERY,Satisfactory,FALSE,,0
DELICATELY SWEET @ HONEY BEAR BAKERY,Unsatisfactory,FALSE,RED,25
DELICATELY SWEET @ HONEY BEAR BAKERY,Complete,FALSE,,0
DELICATELY SWEET @ HONEY BEAR BAKERY,Satisfactory,FALSE,,0
DELICATELY SWEET @ HONEY BEAR BAKERY,Complete,FALSE,,0
DELICATELY SWEET @ HONEY BEAR BAKERY,Satisfactory,FALSE,,0
DELICATELY SWEET @ HONEY BEAR BAKERY,Complete,FALSE,,0
DELICATELY SWEET @ HONEY BEAR BAKERY,Incomplete,FALSE,,0
DELICATELY SWEET @ HONEY BEAR BAKERY,Complete,FALSE,,0
DELICATELY SWEET @ HONEY BEAR BAKERY,Satisfactory,FALSE,,0
DELICATELY SWEET @ HONEY BEAR BAKERY,Satisfactory,FALSE,,0
DELICATELY SWEET @ HONEY BEAR BAKERY,Complete,FALSE,,0
DELICATELY SWEET @ HONEY BEAR BAKERY,Satisfactory,FALSE,,0
DELICATUS / SKY BLUE SKY CO,Satisfactory,FALSE,,0
DELICATUS / SKY BLUE SKY CO,Satisfactory,FALSE,,0
DELICATUS / SKY BLUE SKY CO,Unsatisfactory,FALSE,BLUE,5
DELICATUS / SKY BLUE SKY CO,Unsatisfactory,FALSE,RED,10
DELICIA AZTECA LLC,,,,0
DELILLE CELLARS,,,,0
DELILLE CELLARS @ SOTHERBY'S,Unsatisfactory,FALSE,BLUE,5
DELILLE CELLARS @ SOTHERBY'S,Unsatisfactory,FALSE,BLUE,5
DELILLE CELLARS @ SOTHERBY'S,Unsatisfactory,FALSE,RED,5
DELILLE CELLARS @ SOTHERBY'S,Unsatisfactory,FALSE,RED,10
DELILLE CELLARS @ SOTHERBY'S,Satisfactory,FALSE,BLUE,5
DELILLE CELLARS @ SOTHERBY'S,Unsatisfactory,FALSE,RED,10
DELILLE CELLARS @ SOTHERBY'S,Unsatisfactory,FALSE,RED,5
DELILLE CELLARS @ SOTHERBY'S,Unsatisfactory,FALSE,RED,25
DELILLE CELLARS @ SOTHERBY'S,Satisfactory,FALSE,,0
DELILLE CELLARS @ SOTHERBY'S,Satisfactory,FALSE,,0
DELISH ETHIOPIAN CUISINE,Complete,FALSE,,0
DELISH ETHIOPIAN CUISINE,Unsatisfactory,FALSE,RED,5
DELISH ETHIOPIAN CUISINE,Complete,FALSE,,0
DELITE BAKERY,Unsatisfactory,FALSE,BLUE,5
DELITE BAKERY,Unsatisfactory,FALSE,BLUE,5
DELITE BAKERY,Unsatisfactory,FALSE,RED,25
DELITE BAKERY,Complete,FALSE,,0
DELITE BAKERY,Unsatisfactory,FALSE,RED,5
DELITE BAKERY,Unsatisfactory,FALSE,RED,25
DELITE BAKERY,Unsatisfactory,FALSE,RED,5
DELITE BAKERY,Unsatisfactory,FALSE,RED,10
DELITE BAKERY,Unsatisfactory,FALSE,RED,5
DELITE BAKERY,Complete,FALSE,,0
DELITE BAKERY,Complete,FALSE,,0
DELITE BAKERY,Unsatisfactory,FALSE,BLUE,5
DELITE BAKERY,Unsatisfactory,FALSE,RED,5
DELITE BAKERY,Unsatisfactory,FALSE,RED,10
DELITE BAKERY,Complete,FALSE,,0
DELITE BAKERY,Unsatisfactory,FALSE,BLUE,5
DELITE BAKERY,Unsatisfactory,FALSE,RED,5
DELITE BAKERY,Unsatisfactory,FALSE,RED,5
DELITE BAKERY,Complete,FALSE,,0
DELITE BAKERY,Satisfactory,FALSE,,0
DELITE BAKERY,Unsatisfactory,FALSE,BLUE,5
DELITE BAKERY,Unsatisfactory,FALSE,RED,25
DELITE BAKERY,Unsatisfactory,FALSE,RED,5
DELITE BAKERY,Unsatisfactory,FALSE,RED,25
DELITE BAKERY,Satisfactory,FALSE,,0
DELITE BAKERY,Unsatisfactory,FALSE,BLUE,5
DELITE BAKERY,Unsatisfactory,FALSE,RED,25
DELITE BAKERY,Unsatisfactory,FALSE,RED,5
DELITE BAKERY,Unsatisfactory,FALSE,RED,25
DELITE BAKERY,Complete,FALSE,,0
DELITE BAKERY,Unsatisfactory,FALSE,BLUE,5
DELITE BAKERY,Unsatisfactory,FALSE,RED,5
DELITE BAKERY,Unsatisfactory,FALSE,RED,25
DELITE BAKERY,Satisfactory,FALSE,,0
DELITE BAKERY,Unsatisfactory,FALSE,RED,5
DELITE BAKERY,Unsatisfactory,FALSE,RED,25
DELITE BAKERY,Unsatisfactory,FALSE,RED,25
DELITE BAKERY,Unsatisfactory,FALSE,RED,5
DELITE BAKERY,Unsatisfactory,FALSE,BLUE,5
DELITE BAKERY,Unsatisfactory,FALSE,RED,10
DELITE BAKERY,Complete,FALSE,,0
DELITE BAKERY,Satisfactory,FALSE,BLUE,5
DELITE BAKERY,Satisfactory,FALSE,BLUE,5
DELITE BAKERY,Unsatisfactory,FALSE,BLUE,5
DELITE BAKERY,Unsatisfactory,FALSE,BLUE,5
DELITE BAKERY,Unsatisfactory,FALSE,RED,25
DELITE BAKERY,Complete,FALSE,,0
DELITE BAKERY,Unsatisfactory,FALSE,RED,15
DELITE BAKERY,Complete,FALSE,,0
DELITE BAKERY,Unsatisfactory,FALSE,RED,5
DELITE BAKERY,Satisfactory,FALSE,BLUE,5
DELITE BAKERY,Unsatisfactory,FALSE,RED,25
DELITE BAKERY,Complete,FALSE,,0
DELITE BAKERY,Unsatisfactory,FALSE,BLUE,5
DELITE BAKERY,Unsatisfactory,FALSE,RED,10
DELITE BAKERY,Complete,FALSE,,0
DELITE BAKERY,Unsatisfactory,FALSE,RED,25
DELITE BAKERY,Unsatisfactory,FALSE,RED,5
DELITE BAKERY,Complete,FALSE,,0
DELITE BAKERY,Unsatisfactory,FALSE,BLUE,5
DELITE BAKERY,Unsatisfactory,FALSE,RED,25
DELITE BAKERY,Unsatisfactory,FALSE,RED,10
DELITE BAKERY,Unsatisfactory,FALSE,BLUE,5
DELITE BAKERY,Unsatisfactory,FALSE,RED,25
DELITE BAKERY,Complete,FALSE,,0
DELITE BAKERY,Unsatisfactory,FALSE,BLUE,5
DELITE BAKERY,Unsatisfactory,FALSE,BLUE,5
DELITE BAKERY,Unsatisfactory,FALSE,RED,5
DELITE BAKERY,Satisfactory,FALSE,,0
DELITE BAKERY,Satisfactory,FALSE,BLUE,5
DELITE BAKERY,Complete,FALSE,,0
DELRIDGE AM/PM #7155,Satisfactory,FALSE,,0
DELRIDGE AM/PM #7155,Satisfactory,FALSE,,0
DELRIDGE DELI MART,Satisfactory,FALSE,,0
DELRIDGE DELI MART,Unsatisfactory,FALSE,RED,10
DELRIDGE DELI MART,Unsatisfactory,FALSE,RED,25
DELRIDGE DELI MART,Unsatisfactory,FALSE,RED,5
DELRIDGE DELI MART,Complete,FALSE,,0
DELRIDGE DELI MART,Unsatisfactory,FALSE,RED,10
DELRIDGE DELI MART,Unsatisfactory,FALSE,RED,10
DELRIDGE DELI MART,Unsatisfactory,FALSE,BLUE,5
DELRIDGE DELI MART,Unsatisfactory,FALSE,RED,5
DELRIDGE DELI MART,Unsatisfactory,FALSE,RED,10
DELRIDGE DELI MART,Unsatisfactory,FALSE,RED,5
DELRIDGE DELI MART,Unsatisfactory,FALSE,RED,10
DELRIDGE DELI MART,Unsatisfactory,FALSE,RED,25
DELRIDGE DELI MART,Unsatisfactory,FALSE,RED,10
DELRIDGE DELI MART,Unsatisfactory,FALSE,RED,5
DELRIDGE DELI MART,Complete,FALSE,,0
DELRIDGE DELI MART,Unsatisfactory,FALSE,RED,5
DELRIDGE DELI MART,Unsatisfactory,FALSE,RED,5
DELRIDGE DELI MART,Unsatisfactory,FALSE,RED,5
DELRIDGE DELI MART,Complete,FALSE,,0
DELRIDGE DELI MART,Unsatisfactory,FALSE,RED,5
DELRIDGE DELI MART,Unsatisfactory,FALSE,RED,5
DELRIDGE DELI MART,Unsatisfactory,FALSE,RED,5
DELRIDGE DELI MART,Complete,FALSE,,0
DELRIDGE DELI MART,Unsatisfactory,FALSE,RED,5
DELRIDGE DELI MART,Unsatisfactory,FALSE,RED,10
DELRIDGE DELI MART,Unsatisfactory,FALSE,RED,5
DELRIDGE DELI MART,Complete,FALSE,,0
DELRIDGE DELI MART,Unsatisfactory,FALSE,RED,10
DELRIDGE DELI MART,Unsatisfactory,FALSE,RED,5
DELRIDGE DELI MART,Satisfactory,FALSE,,0
DELRIDGE DELI MART,Complete,FALSE,,0
DELRIDGE DELI MART,Unsatisfactory,FALSE,BLUE,3
DELRIDGE DELI MART,Unsatisfactory,FALSE,RED,10
DELRIDGE DELI MART,Complete,FALSE,,0
DELRIDGE DELI MART,Unsatisfactory,FALSE,RED,5
DELRIDGE FOOD MART,Satisfactory,FALSE,,0
DELRIDGE FOOD MART,Unsatisfactory,FALSE,RED,5
DELTA DELTA DELTA,Satisfactory,FALSE,,0
DELTA DELTA DELTA,Satisfactory,FALSE,BLUE,5
DELTA DELTA DELTA,Satisfactory,FALSE,,0
DELTA DELTA DELTA,Satisfactory,FALSE,BLUE,5
DELTA DELTA DELTA,Satisfactory,FALSE,,0
DELTA DELTA DELTA,Satisfactory,FALSE,,0
DELTA DELTA DELTA,Complete,FALSE,,0
DELTA DELTA DELTA,Complete,FALSE,,0
DELTA DELTA DELTA,Complete,FALSE,,0
DELTA DELTA DELTA,Unsatisfactory,FALSE,BLUE,5
DELTA DELTA DELTA,Unsatisfactory,FALSE,BLUE,5
DELTA DELTA DELTA,Unsatisfactory,FALSE,BLUE,5
DELTA DELTA DELTA,Unsatisfactory,FALSE,RED,10
DELTA DELTA DELTA,Satisfactory,FALSE,BLUE,3
DELTA DELTA DELTA,Satisfactory,FALSE,BLUE,5
DELTA DELTA DELTA,Satisfactory,FALSE,RED,10
DELTA DELTA DELTA,Complete,FALSE,,0
DELTA DELTA DELTA,Satisfactory,FALSE,BLUE,5
DELTA DELTA DELTA,Satisfactory,FALSE,BLUE,5
DELTA DELTA DELTA,Satisfactory,FALSE,BLUE,3
DELTA DELTA DELTA,Unsatisfactory,FALSE,BLUE,5
DELTA DELTA DELTA,Unsatisfactory,FALSE,BLUE,3
DELTA DELTA DELTA,Unsatisfactory,FALSE,RED,5
DELTA DELTA DELTA,Complete,FALSE,,0
DELTA DELTA DELTA,Unsatisfactory,FALSE,BLUE,5
DELTA DELTA DELTA,Unsatisfactory,FALSE,BLUE,3
DELTA DELTA DELTA,Unsatisfactory,FALSE,BLUE,5
DELTA DELTA DELTA,Unsatisfactory,FALSE,RED,5
DELTA DELTA DELTA,Unsatisfactory,FALSE,RED,5
DELTA DELTA DELTA,Unsatisfactory,FALSE,BLUE,5
DELTA DELTA DELTA,Unsatisfactory,FALSE,RED,10
DELTA DELTA DELTA,Complete,FALSE,,0
DELTA DELTA DELTA,Satisfactory,FALSE,BLUE,5
DELTA DELTA DELTA,Satisfactory,FALSE,BLUE,3
DELTA DELTA DELTA,Unsatisfactory,FALSE,BLUE,5
DELTA DELTA DELTA,Unsatisfactory,FALSE,BLUE,5
DELTA DELTA DELTA,Unsatisfactory,FALSE,RED,10
DELTA DELTA DELTA,Unsatisfactory,FALSE,RED,25
DELTA DELTA DELTA,Complete,FALSE,,0
DELTA DELTA DELTA,Unsatisfactory,FALSE,BLUE,2
DELTA DELTA DELTA,Unsatisfactory,FALSE,BLUE,5
DELTA DELTA DELTA,Unsatisfactory,FALSE,BLUE,5
DELTA DELTA DELTA,Unsatisfactory,FALSE,RED,10
DELTA DELTA DELTA,Satisfactory,FALSE,BLUE,5
DELTA DELTA DELTA,Complete,FALSE,,0
DELTA DELTA DELTA,Unsatisfactory,FALSE,BLUE,3
DELTA DELTA DELTA,Unsatisfactory,FALSE,RED,10
DELTA DELTA DELTA,Unsatisfactory,FALSE,BLUE,3
DELTA DELTA DELTA,Unsatisfactory,FALSE,BLUE,5
DELTA DELTA DELTA,Unsatisfactory,FALSE,RED,15
DELTA DELTA DELTA,Complete,FALSE,,0
DELTA DELTA DELTA,Unsatisfactory,FALSE,BLUE,5
DELTA DELTA DELTA,Unsatisfactory,FALSE,RED,5
DELTA DELTA DELTA,Complete,FALSE,,0
DELTA DELTA DELTA,Satisfactory,FALSE,,0
DELTA DELTA DELTA,Satisfactory,FALSE,BLUE,5
DELTA GAMMA,Unsatisfactory,FALSE,RED,5
DELTA GAMMA,Satisfactory,FALSE,BLUE,3
DELTA GAMMA,Satisfactory,FALSE,BLUE,5
DELTA GAMMA,Satisfactory,FALSE,BLUE,5
DELTA GAMMA,Satisfactory,FALSE,BLUE,5
DELTA GAMMA,Satisfactory,FALSE,,0
DELTA GAMMA,Satisfactory,FALSE,,0
DELTA GAMMA,Satisfactory,FALSE,,0
DELTA GAMMA,Satisfactory,FALSE,,0
DELTA GAMMA,Complete,FALSE,,0
DELTA GAMMA,Complete,FALSE,,0
DELTA GAMMA,Unsatisfactory,FALSE,BLUE,5
DELTA GAMMA,Unsatisfactory,FALSE,RED,5
DELTA GAMMA,Unsatisfactory,FALSE,RED,25
DELTA GAMMA,Unsatisfactory,FALSE,RED,5
DELTA GAMMA,Satisfactory,FALSE,BLUE,5
DELTA GAMMA,Satisfactory,FALSE,BLUE,3
DELTA GAMMA,Satisfactory,FALSE,BLUE,5
DELTA GAMMA,Complete,FALSE,,0
DELTA GAMMA,Satisfactory,FALSE,BLUE,5
DELTA GAMMA,Satisfactory,FALSE,BLUE,3
DELTA GAMMA,Satisfactory,FALSE,BLUE,5
DELTA GAMMA,Satisfactory,FALSE,BLUE,5
DELTA GAMMA,Satisfactory,FALSE,BLUE,2
DELTA GAMMA,Satisfactory,FALSE,BLUE,5
DELTA GAMMA,Unsatisfactory,FALSE,BLUE,5
DELTA GAMMA,Unsatisfactory,FALSE,RED,10
DELTA GAMMA,Unsatisfactory,FALSE,RED,5
DELTA GAMMA,Complete,FALSE,,0
DELTA GAMMA,Unsatisfactory,FALSE,BLUE,3
DELTA GAMMA,Unsatisfactory,FALSE,BLUE,5
DELTA GAMMA,Unsatisfactory,FALSE,RED,25
DELTA GAMMA,Unsatisfactory,FALSE,RED,25
DELTA GAMMA,Complete,FALSE,,0
DELTA GAMMA,Satisfactory,FALSE,,0
DELTA GAMMA,Satisfactory,FALSE,BLUE,2
DELTA GAMMA,Complete,FALSE,,0
DELTA GAMMA,Satisfactory,FALSE,,0
DELTA GAMMA,Unsatisfactory,FALSE,BLUE,3
DELTA GAMMA,Unsatisfactory,FALSE,RED,10
DELTA GAMMA,Complete,FALSE,,0
DELTA GAMMA,Satisfactory,FALSE,BLUE,5
DELTA GAMMA,Complete,FALSE,,0
DELTA GAMMA,Satisfactory,FALSE,,0
DELTA GAMMA,Satisfactory,FALSE,,0
DELTA SKY CLUB,Satisfactory,FALSE,,0
DELTA SKY CLUB,Unsatisfactory,FALSE,RED,10
DELTA SKY CLUB,Satisfactory,FALSE,,0
DELTA SKY CLUB,Complete,FALSE,,0
DELTA SKY CLUB,Satisfactory,FALSE,,0
DELTA SKY CLUB,Satisfactory,FALSE,,0
DELTA SKY CLUB,Satisfactory,FALSE,,0
DELTA SKY CLUB,Unsatisfactory,FALSE,RED,5
DELTA SKY CLUB,Unsatisfactory,FALSE,BLUE,5
DELTA SKY CLUB,Unsatisfactory,FALSE,RED,25
DELTA SKY CLUB,Satisfactory,FALSE,BLUE,5
DELTA SKY CLUB,Satisfactory,FALSE,,0
DELTA SKY CLUB,Satisfactory,FALSE,,0
DELTA SKY CLUB,Satisfactory,FALSE,,0
DELTA SKY CLUB,Satisfactory,FALSE,,0
DELTA SKY CLUB,Satisfactory,FALSE,,0
DELTA SKY CLUB,Unsatisfactory,FALSE,RED,25
DELTA SKY CLUB,Satisfactory,FALSE,,0
DELTA SKY CLUB,Complete,FALSE,,0
DELTA SKY CLUB,Satisfactory,FALSE,,0
DELTA SKY CLUB,Complete,FALSE,,0
DELTA SKY CLUB,Satisfactory,FALSE,,0
DELTA SKY CLUB,Unsatisfactory,FALSE,RED,10
DELTA SKY CLUB,Unsatisfactory,FALSE,RED,5
DELTA SKY CLUB,Complete,FALSE,,0
DELTA SKY CLUB,Satisfactory,FALSE,,0
DELTA SKY CLUB,Complete,FALSE,,0
DELTA TAU DELTA,Satisfactory,FALSE,,0
DELTA TAU DELTA,Satisfactory,FALSE,,0
DELTA TAU DELTA,Satisfactory,FALSE,BLUE,3
DELTA TAU DELTA,Satisfactory,FALSE,,0
DELTA TAU DELTA,Complete,FALSE,,0
DELTA TAU DELTA,Satisfactory,FALSE,,0
DELTA TAU DELTA,Complete,FALSE,,0
DELTA TAU DELTA,Complete,FALSE,,0
DELTA TAU DELTA,Satisfactory,FALSE,,0
DELTA TAU DELTA,Complete,FALSE,,0
DELTA TAU DELTA,Unsatisfactory,FALSE,BLUE,5
DELTA TAU DELTA,Unsatisfactory,FALSE,BLUE,5
DELTA TAU DELTA,Unsatisfactory,FALSE,RED,5
DELTA TAU DELTA,Satisfactory,FALSE,,0
DELTA TAU DELTA,Satisfactory,FALSE,,0
DELTA TAU DELTA,Complete,FALSE,,0
DELTA TAU DELTA,Unsatisfactory,FALSE,BLUE,5
DELTA TAU DELTA,Unsatisfactory,FALSE,BLUE,3
DELTA TAU DELTA,Unsatisfactory,FALSE,RED,5
DELTA TAU DELTA,Unsatisfactory,FALSE,BLUE,3
DELTA TAU DELTA,Unsatisfactory,FALSE,BLUE,5
DELTA TAU DELTA,Unsatisfactory,FALSE,BLUE,5
DELTA TAU DELTA,Unsatisfactory,FALSE,RED,5
DELTA TAU DELTA,Complete,FALSE,,0
DELTA TAU DELTA,Satisfactory,FALSE,BLUE,5
DELTA TAU DELTA,Unsatisfactory,FALSE,BLUE,5
DELTA TAU DELTA,Unsatisfactory,FALSE,RED,10
DELTA TAU DELTA,Complete,FALSE,,0
DELTA TAU DELTA,Unsatisfactory,FALSE,BLUE,5
DELTA TAU DELTA,Unsatisfactory,FALSE,BLUE,5
DELTA TAU DELTA,Unsatisfactory,FALSE,RED,10
DELTA TAU DELTA,Unsatisfactory,FALSE,BLUE,5
DELTA TAU DELTA,Unsatisfactory,FALSE,BLUE,5
DELTA TAU DELTA,Unsatisfactory,FALSE,BLUE,5
DELTA TAU DELTA,Unsatisfactory,FALSE,BLUE,5
DELTA TAU DELTA,Unsatisfactory,FALSE,BLUE,5
DELTA TAU DELTA,Unsatisfactory,FALSE,BLUE,5
DELTA TAU DELTA,Unsatisfactory,FALSE,RED,10
DELTA TAU DELTA,Unsatisfactory,FALSE,RED,5
DELTA TAU DELTA,Unsatisfactory,FALSE,RED,5
DELTA TAU DELTA,Unsatisfactory,FALSE,RED,10
DELTA TAU DELTA,Unsatisfactory,FALSE,RED,5
DELTA TAU DELTA,Unsatisfactory,FALSE,RED,5
DELTA TAU DELTA,Unsatisfactory,FALSE,BLUE,3
DELTA TAU DELTA,Unsatisfactory,FALSE,BLUE,5
DELTA TAU DELTA,Unsatisfactory,FALSE,RED,10
DELTA TAU DELTA,Complete,FALSE,,0
DELTA TAU DELTA,Satisfactory,FALSE,BLUE,2
DELTA TAU DELTA,Satisfactory,FALSE,BLUE,5
DELTA TAU DELTA,Satisfactory,FALSE,BLUE,5
DELTA TAU DELTA,Satisfactory,FALSE,BLUE,3
DELTA TAU DELTA,Satisfactory,FALSE,BLUE,5
DELTA TAU DELTA,Satisfactory,FALSE,BLUE,2
DELTA TAU DELTA,Satisfactory,FALSE,BLUE,5
DELTA TAU DELTA,Satisfactory,FALSE,BLUE,3
DELTA TAU DELTA,Complete,FALSE,,0
DELTA TAU DELTA,Unsatisfactory,FALSE,BLUE,5
DELTA TAU DELTA,Unsatisfactory,FALSE,BLUE,5
DELTA TAU DELTA,Unsatisfactory,FALSE,RED,10
DELTA TAU DELTA,Unsatisfactory,FALSE,RED,5
DELTA TAU DELTA,Unsatisfactory,FALSE,RED,10
DELTA TAU DELTA,Complete,FALSE,,0
DELTA TAU DELTA,Unsatisfactory,FALSE,BLUE,5
DELTA TAU DELTA,Unsatisfactory,FALSE,BLUE,2
DELTA TAU DELTA,Unsatisfactory,FALSE,RED,25
DELTA TAU DELTA,Complete,FALSE,,0
DELTA TAU DELTA,Unsatisfactory,FALSE,BLUE,3
DELTA TAU DELTA,Unsatisfactory,FALSE,RED,10
DELTA TAU DELTA,Unsatisfactory,FALSE,BLUE,3
DELTA TAU DELTA,Unsatisfactory,FALSE,RED,5
DELTA UPSILON,Satisfactory,FALSE,,0
DELTA UPSILON,Unsatisfactory,FALSE,BLUE,5
DELTA UPSILON,Unsatisfactory,FALSE,BLUE,5
DELTA UPSILON,Unsatisfactory,FALSE,BLUE,5
DELTA UPSILON,Unsatisfactory,FALSE,RED,10
DELTA UPSILON,Satisfactory,FALSE,BLUE,3
DELTA UPSILON,Satisfactory,FALSE,,0
DELTA UPSILON,Satisfactory,FALSE,BLUE,3
DELTA UPSILON,Complete,FALSE,,0
DELTA UPSILON,Complete,FALSE,,0
DELTA UPSILON,Satisfactory,FALSE,,0
DELTA UPSILON,Complete,FALSE,,0
DELTA UPSILON,Satisfactory,FALSE,,0
DELTA UPSILON,Satisfactory,FALSE,BLUE,3
DELTA UPSILON,Complete,FALSE,,0
DELTA UPSILON,Unsatisfactory,FALSE,BLUE,5
DELTA UPSILON,Unsatisfactory,FALSE,RED,10
DELTA UPSILON,Unsatisfactory,FALSE,RED,5
DELTA UPSILON,Unsatisfactory,FALSE,BLUE,3
DELTA UPSILON,Unsatisfactory,FALSE,BLUE,5
DELTA UPSILON,Unsatisfactory,FALSE,BLUE,3
DELTA UPSILON,Unsatisfactory,FALSE,RED,5
DELTA UPSILON,Complete,FALSE,,0
DELTA UPSILON,Unsatisfactory,FALSE,BLUE,5
DELTA UPSILON,Unsatisfactory,FALSE,BLUE,5
DELTA UPSILON,Unsatisfactory,FALSE,BLUE,3
DELTA UPSILON,Unsatisfactory,FALSE,RED,5
DELTA UPSILON,Unsatisfactory,FALSE,RED,10
DELTA UPSILON,Unsatisfactory,FALSE,BLUE,5
DELTA UPSILON,Unsatisfactory,FALSE,BLUE,3
DELTA UPSILON,Unsatisfactory,FALSE,RED,25
DELTA UPSILON,Complete,FALSE,,0
DELTA UPSILON,Satisfactory,FALSE,BLUE,5
DELTA UPSILON,Satisfactory,FALSE,BLUE,2
DELTA UPSILON,Satisfactory,FALSE,BLUE,5
DELTA UPSILON,Satisfactory,FALSE,BLUE,5
DELTA UPSILON,Unsatisfactory,FALSE,RED,10
DELTA UPSILON,Satisfactory,FALSE,BLUE,5
DELTA UPSILON,Satisfactory,FALSE,BLUE,3
DELTA UPSILON,Satisfactory,FALSE,BLUE,5
DELTA UPSILON,Satisfactory,FALSE,BLUE,5
DELTA UPSILON,Complete,FALSE,,0
DELTA UPSILON,Satisfactory,FALSE,BLUE,5
DELTA UPSILON,Satisfactory,FALSE,BLUE,3
DELTA UPSILON,Satisfactory,FALSE,BLUE,2
DELTA UPSILON,Satisfactory,FALSE,BLUE,3
DELTA UPSILON,Satisfactory,FALSE,BLUE,5
DELTA UPSILON,Complete,FALSE,,0
DELTA UPSILON,Satisfactory,FALSE,BLUE,5
DELTA UPSILON,Satisfactory,FALSE,BLUE,2
DELTA UPSILON,Satisfactory,FALSE,BLUE,5
DELTA UPSILON,Not Accessible,FALSE,,0
DELTA UPSILON,Complete,FALSE,,0
DELTA UPSILON,Satisfactory,FALSE,,0
DELTA UPSILON,Complete,FALSE,,0
DELTA UPSILON,Satisfactory,FALSE,,0
DELTA UPSILON,Satisfactory,FALSE,BLUE,5
DELTA ZETA,Unsatisfactory,FALSE,RED,5
DELTA ZETA,Satisfactory,FALSE,,0
DELTA ZETA,Satisfactory,FALSE,,0
DELTA ZETA,Satisfactory,FALSE,,0
DELTA ZETA,Satisfactory,FALSE,,0
DELTA ZETA,Satisfactory,FALSE,,0
DELTA ZETA,Complete,FALSE,,0
DELTA ZETA,Satisfactory,FALSE,,0
DELTA ZETA,Complete,FALSE,,0
DELTA ZETA,Complete,FALSE,,0
DELTA ZETA,Complete,FALSE,,0
DELTA ZETA,Unsatisfactory,FALSE,BLUE,3
DELTA ZETA,Unsatisfactory,FALSE,BLUE,5
DELTA ZETA,Unsatisfactory,FALSE,RED,25
DELTA ZETA,Unsatisfactory,FALSE,RED,5
DELTA ZETA,Complete,FALSE,,0
